Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/20/2011 12:47
Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,7/20/2015 12:39
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,N,Y,N,-,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,3/27/2015 18:09
Y,Y,N,Y,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,3/27/2015 17:51
Y,Y,N,Y,N,-,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,3/27/2015 17:50
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,4/30/2014 9:06
Y,N,N,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/25/2013 7:04
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,Y,Y,Y,N,-,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/13/2011 15:44
Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,6/29/2016 11:00
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,7/22/2015 13:44
Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,5/19/2014 21:58
Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,6/29/2016 16:17
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/24/2013 14:16
Y,N,N,N,Y,-,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,5/7/2015 13:58
Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,7/22/2016 16:34
Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/30/2016 18:19
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,6/29/2016 23:40
N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/31/2014 20:18
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,Y,Y,Y,-,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,3/17/2014 15:11
N,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/20/2011 17:23
Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,3/5/2015 10:27
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,5/19/2014 11:09
Y,N,Y,Y,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,3/22/2014 9:33
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,6/28/2016 9:18
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,3/20/2015 15:57
N,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/25/2012 8:41
Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,6/27/2016 16:09
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,7/1/2016 9:37
Y,N,N,N,Y,-,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,6/8/2014 0:14
N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,5/1/2012 11:19
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,5/23/2014 14:33
Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/20/2015 16:21
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,7/14/2016 14:03
Y,Y,Y,Y,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/2/2012 13:31
Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,6/27/2016 15:25
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/24/2012 15:31
N,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/24/2012 16:50
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/17/2012 15:34
N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/26/2012 14:36
Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,6/17/2015 15:17
Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,7/15/2016 13:25
N,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/12/2013 11:49
Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/27/2015 17:53
Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,5/2/2015 15:22
Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,6/10/2016 8:59
N,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,1/17/2012 9:00
Y,N,Y,N,Y,-,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/25/2012 20:45
Y,N,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/25/2012 20:45
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/14/2016 9:33
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 13:10
Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,3/31/2014 17:49
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,3/27/2015 8:28
Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,3/27/2015 8:37
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/26/2014 15:24
N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,6/6/2012 8:13
Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/1/2013 9:08
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 12:00
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:51
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:37
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:55
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:53
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:59
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:41
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:52
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:53
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:59
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,7/12/2016 11:36
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:54
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,7/12/2016 11:39
Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,4/25/2014 14:45
Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,4/1/2014 12:27
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,Y,N,Y,N,-,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,8/16/2012 9:50
Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,4/15/2016 8:39
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,3/19/2015 11:22
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 14 2010 10:45PM
Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,4/18/2014 7:04
Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,6/30/2016 14:05
Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,7/5/2016 12:16
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,3/18/2014 20:18
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,3/20/2015 15:28
Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,5/16/2016 17:43
Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,5/5/2015 18:17
Y,Y,Y,Y,Y,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/22/2014 12:59
Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,7/11/2016 10:18
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/14/2014 16:16
Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,9/6/2014 5:06
Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/26/2013 10:54
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/27/2013 12:40
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,5/16/2012 10:18
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,3/25/2015 15:54
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,3/20/2015 14:08
Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,7/6/2016 19:40
Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/6/2016 19:39
N,Y,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/26/2012 20:53
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,N,Y,Y,-,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,7/21/2015 15:48
Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,6/28/2016 10:18
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,6/27/2016 14:47
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/16/2012 12:57
Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/26/2015 13:53
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,5/1/2015 16:53
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May  4 2010  2:24PM
Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/23/2013 15:03
Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,3/4/2014 14:56
Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,3/26/2015 0:24
Y,N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/20/2015 16:33
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/1/2012 12:53
N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/10/2013 15:14
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,7/11/2016 11:28
Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/24/2014 11:08
Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N,3/28/2014 11:40
Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,6/27/2016 16:57
Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/7/2012 13:55
Y,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/29/2016 11:19
Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,6/27/2016 13:07
Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/9/2012 21:33
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
N,Y,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,1/20/2012 10:34
N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/17/2013 11:43
Y,N,Y,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,6/28/2016 14:38
N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/20/2014 0:34
Y,N,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,8/15/2014 10:29
Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,6/29/2016 12:33
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,4/2/2014 11:16
